UTM 10X10,COUNTRY,Tmax30-REM 1971-2000,Tmax30nd5d-REM 1971-2000,TmaxAvemin-REM 1971-2000,TmaxAvemin5d-REM 1971-2000,Tmax30-WRA 1971-2000,Tmax30nd5d-WRA 1971-2000,TmaxAvemin-WRA 1971-2000,TmaxAvemin5d-WRA 1971-2000,Tmax30-WRB 1971-2000,Tmax30nd5d-WRB 1971-2000,TmaxAvemin-WRB 1971-2000,TmaxAvemin5d-WRB 1971-2000,Tmax30-PRO 1971-2000,Tmax30nd5d-PRO 1971-2000,TmaxAvemin-PRO 1971-2000,TmaxAvemin5d-PRO 1971-2000,Tmax30-MM5 1971-2000,Tmax30nd5d-MM5 1971-2000,TmaxAvemin-MM5 1971-2000,TmaxAvemin5d-MM5 1971-2000,PrAvemax-REM 1971-2000,PrAvemax5d-REM 1971-2000,Pr1mm-REM 1971-2000,Pr1mm5d-REM 1971-2000,PrAvemax-WRA 1971-2000,PrAvemax5d-WRA 1971-2000,Pr1mm-WRA 1971-2000,Pr1mm5d-WRA 1971-2000,PrAvemax-WRB 1971-2000,PrAvemax5d-WRB 1971-2000,Pr1mm-WRB 1971-2000,Pr1mm5d-WRB 1971-2000,PrAvemax-PRO 1971-2000,PrAvemax5d-PRO 1971-2000,Pr1mm-PRO 1971-2000,Pr1mm5d-PRO 1971-2000,PrAvemax-MM5 1971-2000,PrAvemax5d-MM5 1971-2000,Pr1mm-MM5 1971-2000,Pr1mm5d-MM5 1971-2000,Hum-relat-REM 1971-2000,Hum-relat-WRA 1971-2000,Hum-relat-WRB 1971-2000,Hum-relat-PRO 1971-2000,Hum-relat-MM5 1971-2000,Tmax30-REM 2021-2050,Tmax30nd5d-REM 2021-2050,TmaxAvemin-REM 2021-2050,TmaxAvemin5d-REM 2021-2050,Tmax30-WRA 2021-2050,Tmax30nd5d-WRA 2021-2050,TmaxAvemin-WRA 2021-2050,TmaxAvemin5d-WRA 2021-2050,Tmax30-WRB 2021-2050,Tmax30nd5d-WRB 2021-2050,TmaxAvemin-WRB 2021-2050,TmaxAvemin5d-WRB 2021-2050,Tmax30-PRO 2021-2050,Tmax30nd5d-PRO 2021-2050,TmaxAvemin-PRO 2021-2050,TmaxAvemin5d-PRO 2021-2050,Tmax30-MM5 2021-2050,Tmax30nd5d-MM5 2021-2050,TmaxAvemin-MM5 2021-2050,TmaxAvemin5d-MM5 2021-2050,PrAvemax-REM 2021-2050,PrAvemax5d-REM 2021-2050,Pr1mm-REM 2021-2050,Pr1mm5d-REM 2021-2050,PrAvemax-WRA 2021-2050,PrAvemax5d-WRA 2021-2050,Pr1mm-WRA 2021-2050,Pr1mm5d-WRA 2021-2050,PrAvemax-WRB 2021-2050,PrAvemax5d-WRB 2021-2050,Pr1mm-WRB 2021-2050,Pr1mm5d-WRB 2021-2050,PrAvemax-PRO 2021-2050,PrAvemax5d-PRO 2021-2050,Pr1mm-PRO 2021-2050,Pr1mm5d-PRO 2021-2050,PrAvemax-MM5 2021-2050,PrAvemax5d-MM5 2021-2050,Pr1mm-MM5 2021-2050,Pr1mm5d-MM5 2021-2050,Hum-relat-REM 2021-2050,Hum-relat-WRA 2021-2050,Hum-relat-WRB 2021-2050,Hum-relat-PRO 2021-2050,Hum-relat-MM5 2021-2050
WK00,SPAIN,51.3,5.8,48.37,4.03,42.23,5.03,47.23,4.23,38.07,4.17,57.57,5.2,56.17,6.87,56.97,4.67,27.07,2.03,33.33,2.13,73.9,2.37,276.4,38.87,74.83,2.67,279.63,40.77,75.47,2.67,279.5,40.5,80.9,3.7,258.9,35.17,68.67,2.03,282.13,39.9,60.5,66.76,61.68,73.41,63.85,77.6,10.73,51.7,4.43,58.97,7.97,42.57,2.97,55.67,7.23,56.73,4.9,76.23,11.03,59.7,5.27,41.53,3.9,33.57,1.73,67.2,1.93,287.97,42.13,71.17,2.5,287.9,42.57,68.97,2.23,288.83,43,75.47,3,269.5,38.07,83.7,2.43,263.07,34.47,57.84,65.42,60.67,71.66,63.91
WK01,SPAIN,49.07,5.47,48.03,3.83,40.5,4.7,48.33,4.4,36.17,3.93,58.43,5.27,53.07,6.3,56.83,4.57,25.3,1.83,34.63,2.23,74.53,2.5,275.63,38.6,74.5,2.87,278.77,40.57,75,2.6,278.3,40.57,82.2,3.67,258.3,35.17,69,2.07,280.17,39.77,60.98,66.94,61.95,73.53,64.11,74.77,10.1,51.57,4.4,56.93,7.7,43.83,3.1,53.6,6.73,58.07,5.07,73.93,10.4,59.47,5.27,39.93,3.73,34.7,1.83,67.77,1.93,286.63,41.77,71.3,2.43,287.2,41.97,69.37,2.27,288.43,43.07,76.37,3.23,268.97,38.03,84.6,2.63,259.47,33.27,58.32,65.64,60.96,71.86,64.17
WK02,SPAIN,48.9,5.53,47.23,3.8,39.43,4.43,49.17,4.53,35.03,3.7,59.1,5.47,50.2,5.77,56.53,4.5,24.17,1.67,35.07,2.3,76.23,2.5,272.5,38,74.03,2.87,278.5,40.43,74.5,2.47,278.33,40.43,82.4,3.7,258.8,34.87,69.17,2.07,278.5,39.47,61.14,67.08,62.16,73,64.31,74.37,10.07,50.8,4.4,56.1,7.5,44.37,3.23,52.33,6.37,59.5,5.07,71.4,9.63,59.6,5.27,38.3,3.47,35.67,1.87,68.93,1.97,283.87,41.13,71.37,2.47,286.27,41.67,69.4,2.3,287.47,42.83,77,3.4,269.23,37.97,85.2,2.57,258.57,32.93,58.49,65.81,61.18,71.42,64.37
WK10,SPAIN,49.23,5.43,48.2,3.97,39.2,4.53,49.53,4.4,35.73,3.97,58.63,5.23,53.93,6.43,57.57,4.73,24.5,1.7,33.97,2.13,74.27,2.43,275.8,38.93,75,2.8,278.03,40.23,75.97,2.8,277.67,40.03,81.3,3.67,256.9,34.63,68.7,2.13,281.03,39.83,61.1,67.03,62.19,74.46,64.26,75,10.3,51.5,4.43,57.37,7.77,44.83,3.33,53.2,6.63,57.33,5,74.17,10.57,60.43,5.53,38.63,3.27,34.03,1.7,67,2,287.53,42.1,71.9,2.53,286.47,42.03,70.33,2.47,287.17,42.83,76.33,3.37,267.57,37.7,84.43,2.63,260.5,33.8,58.41,65.65,61.15,72.73,64.35
WK11,SPAIN,45.77,5.07,48.2,3.83,37.63,4.3,50.57,4.53,33.87,3.63,59.7,5.4,50.97,6.03,57.1,4.63,22.9,1.47,35.43,2.27,74.9,2.43,274.9,38.6,75.13,2.93,277.9,40.57,75.53,2.67,277.47,40.27,82.9,3.83,255.9,34.37,69.57,2.1,278.4,39.23,61.54,67.24,62.49,74.39,64.5,71.33,9.6,51.37,4.4,55.23,7.4,45.67,3.37,51.23,6.17,59.13,5.2,71,9.87,59.73,5.4,36.43,3.1,35.6,1.87,67.9,1.97,285.83,41.63,72.37,2.63,285.13,41.47,69.73,2.33,286.5,42.9,77.83,3.33,266.8,37.63,85.43,2.73,257.33,32.97,58.86,65.91,61.47,72.72,64.59
WK12,SPAIN,44.27,4.87,47.47,3.83,35.77,4,51.47,4.63,31.7,3.23,60.47,5.6,47.77,5.63,56.53,4.5,21.87,1.33,36.4,2.43,75.53,2.43,273.4,38.17,74.37,2.9,277.67,40.07,74.33,2.47,277.57,40.13,83.53,3.83,255.63,34.27,70.07,2.13,276.7,39.07,61.86,67.49,62.84,74.47,64.65,69.87,9.3,50.93,4.43,53.1,6.9,46.53,3.43,48.47,5.83,60.2,5.1,68.47,9.27,59.73,5.33,35.4,3.03,36.7,2.13,68.23,1.83,284.73,41.5,71.77,2.5,285.57,41.43,68.63,2.17,287.2,42.53,78.33,3.27,266,37.5,86.5,2.73,255.57,32.4,59.18,66.22,61.83,72.87,64.74
WK20,SPAIN,47.17,5.13,48.2,4.07,36.97,4.2,52.5,4.7,33.37,3.57,59.7,5.03,52.1,6,57.43,4.7,22.67,1.5,34.57,2.13,74.27,2.33,275.6,39,74.73,2.77,277.47,40.2,75.23,2.63,276.13,39.63,81.53,3.67,255.07,34.37,69.37,2.27,279.67,39.73,61.53,67.27,62.65,75.11,64.65,72.7,9.9,50.67,4.5,55.53,7.3,47.73,3.63,51.13,6.07,58,5.2,73.2,10.43,60.3,5.5,36.07,3.07,34.13,1.7,67.23,2,286.67,41.93,71.77,2.37,285.6,41.53,69.47,2.27,286.6,42.63,77.7,3.37,266.37,37.47,84.93,2.67,259.2,33.6,58.84,65.84,61.6,73.35,64.77
WK21,SPAIN,42.6,4.63,47.87,3.97,35.3,3.93,52.87,4.7,31.63,3.27,60.5,5.43,48.8,5.63,56.87,4.67,20.73,1.27,36.07,2.33,75.43,2.47,273.3,38.17,75.77,2.9,276.4,40.13,76.23,2.73,275.97,39.87,83.57,3.87,253.67,33.83,69.93,2.1,276.93,39,61.91,67.48,62.92,75.15,64.86,68.43,9.03,50.93,4.4,52.83,6.77,47.4,3.73,48.83,5.8,59.43,5.23,69.87,9.77,60.03,5.43,33.67,2.9,35.8,1.9,68.57,2.07,284.97,41.47,72.6,2.67,283.9,41.27,70.27,2.43,285.43,42.5,78.27,3.6,264.67,37.3,86.53,2.87,256.13,32.77,59.23,66.11,61.88,73.46,64.98
WK22,SPAIN,40.1,4.3,47.4,3.77,33.73,3.67,53.33,4.77,30.13,3,61.83,5.67,46.2,5.33,56.4,4.6,19.6,1.17,37.33,2.53,75.93,2.6,271.5,37.87,75.73,2.97,274.87,39.53,76.4,2.63,275.87,39.9,84.67,3.83,253.03,33.6,70.7,2.2,274.87,38.67,62.24,67.59,63.1,75.35,64.95,66.47,8.7,50.9,4.37,50.97,6.27,48.17,3.9,47,5.67,60.87,5.3,67.73,9.1,59.97,5.53,32.3,2.77,37.37,2.23,69.53,2.3,283.53,41.03,73.23,2.7,282.97,41.07,71.17,2.37,284.5,41.9,79.33,3.53,263.43,37.2,86.77,2.73,253.53,32.1,59.56,66.23,62.04,73.74,65.07
WK30,SPAIN,45,4.93,48.13,4.1,34.63,3.97,52.17,4.7,31.5,3.23,59.47,5.1,50.6,5.9,57.27,4.63,20.67,1.3,35.1,2.27,74.53,2.33,274.4,38.53,75.87,2.67,275.5,39.77,75.93,2.7,276.23,39.7,82.2,3.63,255.03,34.27,69.23,2.23,279.23,39.43,61.67,67.59,63.06,75.24,65.04,70.9,9.67,50.2,4.4,52.4,6.67,47.3,3.57,48.83,5.67,57.57,5,73.7,10.5,59.77,5.37,33,2.67,34.83,1.73,68.43,2.1,285.17,41.2,72.4,2.5,284.3,41.2,70.47,2.4,286.27,42.4,77.63,3.33,266.47,37.37,84.77,2.63,258.43,33.13,59,66.17,62,73.45,65.18
WK31,SPAIN,40.03,4.37,47.67,3.97,32.97,3.5,53.63,4.77,29.2,2.93,60.8,5.47,46.93,5.17,56.9,4.63,18.77,1.13,36.8,2.43,75.87,2.5,272.03,38,77.43,3,274.1,39.73,77.03,2.7,274.4,39.37,83.73,3.93,253.43,33.63,70,2.2,276.6,38.83,62.14,67.75,63.32,75.78,65.22,66.83,8.67,50.3,4.43,50.03,6.1,48.23,3.8,46.4,5.4,59,5.2,69.4,9.6,60.17,5.43,31.27,2.47,36.53,1.93,69.3,2.27,284.4,41.13,74.23,2.67,282.23,40.8,71.37,2.63,284.77,42.33,78.83,3.5,264.33,36.97,86.4,2.83,255.2,32.73,59.47,66.36,62.26,74.06,65.37
WK32,SPAIN,36.23,3.63,47.83,3.77,32.17,3.5,54.63,4.87,28.07,2.77,62.13,5.57,44.67,4.97,56.37,4.63,17.47,1.07,37.97,2.57,75.83,2.6,271.9,38.07,77.5,3.13,272.57,39.1,76.87,2.57,274.03,39.27,84.9,3.73,251.5,33.2,71.2,2.3,273.4,38.27,62.64,67.77,63.43,75.98,65.25,63.03,8.27,50.17,4.17,48.77,5.93,49.77,4.03,45.03,5.27,61.37,5.5,66.27,8.8,60.3,5.47,29.47,2.33,37.83,2.3,69.2,2.17,284.53,41.33,74.33,2.73,280.53,40.4,72.5,2.6,282.9,41.67,80.37,3.63,262.27,36.6,87.57,2.9,253.1,32.23,59.95,66.36,62.34,74.36,65.4
WK40,SPAIN,42.53,4.53,48,4,32.67,3.53,51.97,4.67,29.63,3,59.13,5.07,50.27,5.93,56.93,4.73,18.83,1.13,34.8,2.3,74.13,2.33,274.63,38.4,76.7,2.8,273.63,39.47,77.1,2.77,275.7,39.9,82.3,3.57,255.93,34.4,69.13,2.33,278.8,39.3,61.74,67.86,63.38,75.64,65.35,69.37,9.3,49.73,4.37,49.97,6,46.97,3.53,46.77,5.33,56.63,4.93,73.83,10.43,59.5,5.17,30.8,2.3,34.57,1.7,68.33,1.97,285.43,41.07,72.97,2.5,283.73,40.83,70.33,2.4,285.67,42.4,78.23,3.17,266.7,37.63,84.93,2.77,257.43,33.1,59.11,66.45,62.3,73.82,65.51
WK41,SPAIN,38.2,3.83,47.9,3.87,30.17,3.13,54.2,4.8,26.3,2.43,60.57,5.37,45.03,4.93,56.93,4.53,16.6,0.93,36.9,2.53,75.37,2.2,272.23,38,77.2,2.87,273.03,39.3,77.17,2.83,274.67,39.5,84.2,3.83,252.7,33.3,70.53,2.33,274.77,38.57,62.31,68.12,63.81,76.07,65.55,64.73,8.4,49.77,4.47,46.97,5.43,48.57,3.8,43.4,4.9,58.83,5.13,67.6,9.13,60.07,5.33,28,2.17,35.97,1.87,69.1,2.2,284.07,41,73.27,2.63,282.67,40.7,70.93,2.5,284.8,42,79.73,3.4,263.33,36.8,86.97,2.97,253.8,32.57,59.65,66.74,62.73,74.36,65.72
WK42,SPAIN,32.77,3.17,47.83,3.7,29.37,3.1,55.5,4.87,25.37,2.27,62.43,5.57,43,4.7,56.27,4.4,14.87,0.77,38.37,2.67,75.8,2.67,270,37.5,78.2,2.97,271.03,38.67,77.2,2.7,273.23,39.13,85.97,3.87,249.6,32.27,71.83,2.53,271.63,37.83,62.8,68.06,63.85,76.13,65.61,60.17,7.6,49.7,4.27,46.47,5.4,50.63,4.13,42.13,4.8,61.33,5.4,65.57,8.77,59.87,5.3,25.77,1.83,37.57,2.3,69.3,2.27,283.03,40.83,74.93,2.83,280.23,40.3,72.5,2.7,282.67,41.47,81.73,3.67,260.63,36.23,88.23,3.2,250.97,31.87,60.12,66.63,62.73,74.51,65.78
WK50,SPAIN,39.37,3.97,48.1,4.03,30.93,3.2,52.1,4.57,27.4,2.57,58.8,5.13,49.73,5.93,56.07,4.63,16.9,0.9,34.47,2.2,75.4,2.4,271.7,37.93,76.8,2.87,274.17,39.7,76.5,2.83,276.23,39.87,82.57,3.5,255.3,34.37,68.73,2.33,279,39.43,61.89,68.07,63.67,75.82,65.66,66.9,8.9,49.93,4.37,48.13,5.53,46.97,3.6,44.43,4.93,56.7,4.83,73.33,10.4,58.47,5.17,28.33,2.03,34.5,1.7,68.73,2.07,283.43,40.83,73.2,2.4,283.73,40.83,70.97,2.3,286.2,42.8,78.3,3.1,265.77,37.5,84.67,2.67,257.2,33.13,59.3,66.65,62.57,74.02,65.84
WK51,SPAIN,35.07,3.4,48.17,4,26.93,2.47,54.73,4.67,23.4,1.9,60.6,5.3,43.57,4.9,56.8,4.6,14.4,0.77,36.6,2.53,77.17,2.57,268.33,37.33,77.37,2.8,271.4,38.93,77.3,2.9,274.2,39.57,84.67,3.7,252.17,33,70.23,2.47,274.67,38.6,62.32,68.46,64.33,76.24,65.87,61.47,7.87,49.83,4.47,43.4,4.87,49.63,3.9,39.17,4.27,58.83,5.07,68.63,9.4,59.97,5.3,25.27,1.7,35.67,1.83,70.9,2.47,281,40.23,73.03,2.67,281.9,40.6,72.2,2.47,283.43,41.53,80.3,3.4,261.87,36.4,86.4,2.87,253.2,32.37,59.7,67.08,63.25,74.56,66.07
WK52,SPAIN,30.4,2.87,47.87,3.77,25.23,2.23,57.57,5.13,22,1.8,63.23,5.63,40.73,4.37,55.97,4.3,12.4,0.53,38.03,2.7,78.03,2.77,265.07,36.4,78.87,3.2,267.63,37.6,78.63,3.07,271,38.77,86.13,3.93,249.47,32.07,72.03,2.63,271.2,37.47,62.64,68.42,64.47,76.32,65.96,57.07,7.1,49.7,4.37,41.63,4.5,52,4.3,37.3,4.07,61.43,5.47,63.9,8.6,59.53,5.13,22.63,1.47,37.6,2.23,71.73,2.57,278.83,39.5,75.63,2.67,278.87,40.13,73.47,2.57,280.83,41.3,81.9,3.6,259.8,35.8,88.4,3.03,249.6,31.37,60,67,63.35,74.72,66.16
WK60,SPAIN,36.47,3.5,48.47,4.03,28.17,2.73,52.87,4.53,24.8,2.13,58.8,5.1,49.03,5.8,55.53,4.4,14.7,0.77,34.4,2.2,75.7,2.5,270.63,37.9,78,3.07,272.03,39.2,76.43,3,276,39.93,82.23,3.33,255.7,34.23,68.13,2.5,279.47,39.5,62.14,68.26,64.06,76.11,65.93,62.93,8.27,50.07,4.5,44.97,4.93,47.7,3.63,41.4,4.53,56.3,4.8,73.07,10.43,57.97,4.8,26.1,1.67,34,1.73,69.4,2.3,282.93,40.47,73.13,2.5,283.27,40.87,71.93,2.2,285.4,42.5,78.43,3,265.73,37.13,83.57,2.6,257.7,33.63,59.61,66.81,62.95,74.33,66.13
WK61,SPAIN,31.87,2.93,48.17,4,24.07,2,56.23,4.9,20.8,1.57,61.23,5.43,42.67,4.53,55.9,4.37,12.37,0.6,36.27,2.5,77.87,2.73,266.67,36.73,78.73,3.1,269.2,38.23,77.83,2.97,272.63,39.27,84.23,3.7,252.07,32.97,69.8,2.53,275.07,38.57,62.41,68.62,64.71,76.43,66.17,58.07,7.27,50.3,4.57,39.97,4.13,50.8,4.07,36.27,3.8,58.93,5.17,68.6,9.43,58.77,4.9,22.43,1.37,35.57,1.97,71,2.4,279.9,39.7,74.33,2.6,280.27,40.5,72.77,2.5,282.7,41.47,80.8,3.2,261.7,36.13,85.83,2.77,253.33,32.57,59.85,67.19,63.6,74.77,66.39
WK62,SPAIN,27.77,2.43,48.47,3.9,21.6,1.73,59.13,5.13,18.07,1.4,64,5.73,37.4,3.83,56,4.37,10.27,0.5,38.5,2.8,78.77,2.83,263.27,35.9,79.53,3.43,266.53,37.37,78.37,3.1,269.57,38.67,85.57,3.8,248.8,32,71.77,2.87,270.77,37.23,62.58,68.77,65.08,76.69,66.31,53.67,6.47,49.7,4.4,36.73,3.7,53.8,4.43,33,3.33,61.93,5.43,61.07,8.1,59.07,4.97,19.33,1.07,37.9,2.33,72.4,2.47,277.5,39.1,76.03,2.63,277.43,39.7,74.2,2.57,280.2,41.1,82.47,3.4,258.33,34.97,88.4,3.1,248.57,31.23,59.98,67.33,63.96,75.13,66.54
WK70,SPAIN,33.67,3.2,48.73,4.03,25.43,2.03,52.93,4.3,22.63,1.8,58.43,4.9,47.1,5.33,54.73,4.27,13.43,0.63,33.9,2.2,75.3,2.53,270.2,37.53,77.87,2.93,272.9,39.27,75.63,2.8,276.5,39.9,81.3,3.1,256.17,34.27,67.73,2.4,280.13,39.73,62.35,68.48,64.48,76.53,66.1,59.37,7.43,50.3,4.53,41.8,4.43,47.5,3.57,38.4,3.87,55.3,4.5,70.87,9.87,57.23,4.67,23.83,1.53,33.5,1.73,69.47,2.43,282.73,40.27,72.67,2.3,283.7,41.03,71.63,2.2,285.6,42.3,77.1,2.83,266.33,37.1,83.5,2.7,257.97,33.73,59.86,67.02,63.35,74.76,66.31
WK71,SPAIN,29.17,2.6,48.63,4.03,21.77,1.77,56.87,4.83,18.43,1.4,61.33,5.43,39.5,4.3,54.53,4.33,10.6,0.43,36.4,2.57,77.23,2.53,267.07,37.03,78.97,3,269.37,38.2,77.1,3.17,273.33,39.8,84.17,3.53,250.67,32.63,69.03,2.63,275.43,38.87,62.46,68.81,65.11,76.93,66.41,55.3,6.73,49.63,4.33,36.7,3.67,51.27,4.1,33.53,3.27,58.1,5.03,64.13,8.53,57.63,4.73,19.7,1.17,35.8,2,70.9,2.43,280.2,39.73,74.5,2.6,279.37,40.13,73.27,2.4,282.6,41.47,81.17,3.3,258.73,35.17,85.97,2.83,252.33,32.53,59.94,67.35,63.98,75.3,66.63
WK72,SPAIN,24.8,2,48.27,3.87,18.07,1.4,61.1,5.13,14.6,0.83,64.47,5.67,33.23,3.43,55.77,4.5,8.3,0.3,39.1,2.97,79.6,2.83,262.9,35.6,79.83,3.3,265.97,37,77.77,3.2,269.87,38.53,85.13,3.83,245.77,31.5,71.9,2.9,271.6,37.77,62.71,69.13,65.74,77.42,66.68,50.17,5.87,49.7,4.3,31.63,2.93,55.73,4.77,29.03,2.67,62.4,5.47,58.43,7.6,58.67,5,15.77,0.77,38.6,2.43,72.3,2.4,276.7,39.2,75.77,2.7,277.03,39.4,73.97,2.6,280.1,40.83,82.93,3.6,253.87,33.7,87.93,3.3,247.67,30.9,60.13,67.65,64.61,75.93,66.89
WK80,SPAIN,33.17,3.1,47.97,3.83,23.07,1.83,53.27,4.2,20.17,1.53,58.07,4.87,42.67,4.73,53.93,4.03,12,0.5,33.93,2.23,75,2.43,272.73,38.33,76.47,2.8,274.8,39.3,74.73,2.53,278.63,40.6,80.5,2.97,255.37,33.6,67.23,2.27,282.43,40.6,62.01,68.7,64.9,76.94,66.26,58.73,7.33,49.27,4.27,38.33,3.8,47.5,3.6,35.37,3.33,54.33,4.37,66.57,9.03,56.6,4.57,21.77,1.33,33.43,1.73,68.37,2.03,284.93,41.07,71.63,2.23,285.47,41.37,70.47,1.97,287.63,42.83,77.17,2.7,264.37,35.53,83.6,2.53,259.6,33.9,59.56,67.25,63.77,75.21,66.48
WK81,SPAIN,27.83,2.4,48.13,3.9,18.87,1.4,57.07,4.77,15.3,1,60.67,5.27,35.53,3.67,53.67,4.17,9,0.33,36.67,2.67,76.1,2.47,270.33,37.53,78.97,3.3,269.2,38.03,77.3,3.1,272.7,39.43,83.97,3.6,247.73,31.77,69.17,2.73,277.37,39.37,62.22,69.02,65.57,77.41,66.65,53.4,6.53,49.5,4.3,33.43,3.03,51.53,4.2,30.4,2.7,57.37,5,59.97,7.67,56.57,4.57,17.03,0.87,35.73,2.07,69.7,2.17,282.47,39.9,74.33,2.67,279,39.7,73.2,2.47,282.1,41,81.13,3.2,255.6,33.63,85.53,2.83,253.83,32.93,59.71,67.57,64.43,75.82,66.88
WK82,SPAIN,21.77,1.63,48.03,3.83,14.13,1.03,62.3,5.57,12.07,0.7,64.3,5.83,30.43,3.03,54.57,4.2,6.53,0.2,39.9,3.2,78.57,2.67,264.33,36.2,79.7,3.57,264.4,36.7,78.6,3.27,268.27,38.33,85.5,3.73,243.5,30.97,70.93,2.97,272.4,38,62.76,69.47,66.41,77.98,67.04,47.1,5.37,49.83,4.33,27.73,2.47,56.97,5.03,24.7,2,61.6,5.37,55.17,7.03,57.33,4.5,13.1,0.57,39.43,2.63,70.9,2.2,277.03,38.93,76.47,2.83,274.27,38.73,74.33,2.63,277.2,40.07,82.93,3.5,251.3,33,86.77,3,247.9,31.23,60.18,68,65.26,76.53,67.25
WK90,SPAIN,33.43,3,46.93,3.77,20.93,1.6,51.63,4.2,17.73,1.23,56.47,4.73,41.1,4.37,52.7,3.9,11.07,0.33,33.63,2.23,71.87,1.97,278.93,39.63,75.07,2.5,278.4,40.07,72.9,2.43,280.83,40.87,79.7,2.73,257.2,33.67,66.27,2.07,284.37,40.93,61.69,68.66,65.08,77.17,66.3,58.73,7.47,48.27,4.17,35.47,3.2,46.9,3.53,33.53,2.93,52,4.17,66.97,8.93,55.07,4.33,19.8,1.1,32.57,1.83,65.77,1.6,291.23,42.4,69.87,1.97,288.1,42.03,69.33,1.9,290.43,42.83,76.23,2.3,264.33,35.03,83.23,2.47,261,34.3,59.28,67.25,63.96,75.49,66.54
WK91,SPAIN,27.03,2.27,48,3.77,16.1,1.23,56.93,4.93,13.43,0.83,59.37,5.23,32.33,3.1,52.63,3.97,8.07,0.27,36,2.53,71.73,1.77,277.8,39.3,77.9,3.13,270.47,38.07,76.13,2.97,273.93,39.4,83.47,3.37,248.27,31.43,68.33,2.53,279.03,39.53,61.81,69.12,65.92,77.81,66.77,52.27,6.17,49.43,4.3,30.5,2.73,52,4.27,26.93,2.2,56.03,4.6,56.73,7.37,55.43,4.33,15.37,0.67,34.77,2.03,66.03,1.47,289.13,41.27,73.4,2.53,279.93,40.13,72.43,2.33,283.2,41.13,80.37,2.77,254.73,33.03,84.6,2.7,255.37,32.87,59.34,67.7,64.79,76.27,67
WK92,SPAIN,20,1.4,47.87,3.73,11.93,0.77,62.37,5.73,9.67,0.53,63.23,5.5,26.87,2.57,52.2,4,5.57,0.2,39.53,3,77.3,2.4,268.1,36.8,80.43,3.6,264.8,37.07,78.2,3.17,268.27,38.23,86.07,3.5,241.6,30.17,71,2.87,273.87,38.37,62.63,69.69,66.91,78.27,67.29,44.87,4.87,49.83,4.37,23.93,1.87,57.7,5.2,20.6,1.6,60.3,4.93,48.67,5.87,54.6,4.2,11.1,0.33,38.13,2.57,69.57,1.97,281.4,39.77,76.2,2.77,274,38.9,74.4,2.6,276.67,39.93,81.83,3,248,31.7,85.93,2.87,248.63,31.43,60.07,68.24,65.75,76.85,67.5
XG02,SPAIN,57.67,6.07,34.4,1.77,10.27,0.27,39.23,2.6,8.87,0.03,47.1,3.5,84.47,11.4,22.33,1.17,10.07,0.07,51.57,4.23,43.43,0.8,322.87,53.27,42.33,0.87,335.9,57.47,43.63,0.9,332.7,56.23,45,1.47,322.53,53.73,47.77,0.63,323.27,52.23,54.55,66.28,61.61,67.97,64.86,82.87,10.43,37.77,1.97,19.67,0.7,39.43,2.57,15.4,0.37,47.5,3.57,109.93,16.13,21.5,1.17,14.5,0.17,51.73,4.03,40.07,0.77,331.27,54.93,40.77,0.5,341.03,58.37,41.07,0.67,338.5,57.17,41.37,0.93,328.23,54.47,62.77,1.27,305.23,44.97,53.64,65.43,61.44,66.93,65.13
XG03,SPAIN,82.83,10.37,27.03,0.9,31.73,2.07,22.33,1.17,21.1,0.9,28.53,1.43,106.87,15.7,17.3,0.83,12.47,0.2,42.57,3.13,44.23,0.83,324,53.37,38.03,0.6,338.47,58.43,38.73,0.63,336.23,57.17,43.2,1.23,323.67,53.83,48.57,0.77,321.73,51.77,52.01,58.94,55.88,65.45,63.36,106.87,14.63,28.8,1.2,49.23,4.17,20.33,0.73,35.67,2.17,26.23,1.4,126.03,19.37,17,0.9,18.2,0.4,41.07,2.97,39.73,0.73,333,55.1,37.37,0.37,342.47,58.7,36,0.5,342.07,58.17,39.27,0.73,329.8,54.73,63.7,1.43,303.2,44.33,50.81,57.84,55.38,64.13,63.55
XG04,SPAIN,84.87,11.1,26,0.97,30.67,1.97,23.43,1.17,22.17,1.13,29.33,1.37,100.27,14.6,18.8,0.9,16.8,0.43,33.4,2.07,45,0.73,324.07,53.37,43.87,0.87,333.87,56.97,43.3,0.83,332.87,55.9,48.33,1.47,317.97,51.83,48.63,0.9,320.7,51.37,51.81,59.43,56.33,66.2,61.63,108,15.07,27.27,1.3,48.27,4.27,20.3,0.87,37.03,2.33,25.93,1.4,120.1,18.6,17.37,1,23.8,0.63,31.8,1.73,41.1,0.7,332.67,54.4,42.6,0.5,338.83,56.93,38.9,0.53,338.7,56.97,44.7,1.2,324.1,52.87,64.07,1.3,301.23,43.3,50.35,58.32,55.71,64.71,61.74
